회원번호,조합원상태,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,연령대,구매금액,구,동,연령60이상,방문횟수,연령대_4560대
1188948032,1,0,35.0,0,0,0,30대,54753.0,수지구,풍덕천동,0,12,0
1189128064,1,0,33.0,0,0,0,30대,272228.0,수지구,신봉동,0,12,0
1189337792,1,0,34.0,0,0,0,30대,148367.0,수지구,풍덕천동,0,5,0
1189369344,1,0,50.0,1,0,0,50대,596436.0,수지구,풍덕천동,0,15,1
1189584640,1,0,37.0,0,0,0,30대,175838.0,수지구,풍덕천동,0,7,0
1189601344,1,0,63.0,0,0,0,60대,8615.0,수지구,동천동,1,1,1
1189662592,1,0,58.0,1,0,0,50대,829034.0,수지구,성복동,0,14,1
1189857472,1,0,42.0,0,1,0,40대,885708.0,수지구,신봉동,0,58,1
1190132160,1,0,66.0,0,0,0,60대,126544.0,기타,기타,1,9,1
1190250944,1,0,48.0,0,0,0,40대,153668.0,수지구,풍덕천동,0,6,1
119027136,1,0,55.0,0,0,0,50대,189622.0,수지구,신봉동,0,6,1
1190392000,1,0,52.0,0,0,0,50대,4786.0,기흥구,마북동,0,1,1
1190471808,1,0,46.0,0,0,0,40대,140478.0,수지구,동천동,0,14,1
1190505216,1,0,42.0,0,0,0,40대,19623.0,수지구,상현동,0,3,1
1190520064,1,0,50.0,0,1,0,50대,27376.0,수지구,풍덕천동,0,2,1
1190679680,1,0,35.0,0,0,0,30대,143102.0,수지구,상현동,0,3,0
1190974784,1,0,57.0,0,1,0,50대,567249.0,수지구,풍덕천동,0,57,1
1191149248,1,0,52.0,0,0,0,50대,10146.0,기흥구,보정동,0,1,1
1191156672,1,0,41.0,0,0,0,40대,16847.0,기타,기타,0,1,1
1191266176,1,0,43.0,0,0,0,40대,134008.0,수지구,상현동,0,9,1
1191360832,1,0,36.0,0,0,0,30대,4786.0,수지구,풍덕천동,0,1,0
1191529728,1,0,47.0,0,0,0,40대,4020.0,기흥구,신갈동,0,1,1
1191908352,1,0,43.0,0,0,0,40대,38288.0,수지구,동천동,0,1,1
1192021568,1,0,34.0,1,0,0,30대,383460.0,수지구,상현동,0,13,0
1192457728,1,0,38.0,0,0,0,30대,35034.0,수지구,성복동,0,1,0
1192541248,1,0,36.0,0,0,0,30대,787392.0,수지구,풍덕천동,0,39,0
1192702720,1,0,39.0,0,0,0,30대,89976.0,수지구,풍덕천동,0,12,0
1192960704,1,0,36.0,0,0,0,30대,22303.0,화성,기타,0,1,0
1192973696,1,0,40.0,0,1,0,40대,686318.0,수지구,풍덕천동,0,49,1
1192995968,1,0,34.0,0,0,0,30대,434954.0,기타,기타,0,14,0
119312960,1,0,55.0,0,0,0,50대,6126.0,기타,기타,0,1,1
1193155584,1,0,33.0,0,0,0,30대,334524.0,수지구,성복동,0,20,0
1193567616,1,0,43.0,1,0,0,40대,921503.0,수지구,동천동,0,28,1
1193673408,1,0,41.0,0,0,0,40대,6892.0,기타,기타,0,1,1
1193949952,1,0,38.0,0,0,0,30대,20262.0,수지구,풍덕천동,0,1,0
1194053888,1,1,39.0,0,0,0,30대,12827.0,기타,기타,0,1,0
1194116992,1,0,44.0,0,0,0,40대,13784.0,수원 영통구,기타,0,2,1
1194174528,1,0,59.0,0,0,0,50대,13018.0,수지구,성복동,0,3,1
1194497472,0,0,45.0,0,0,0,40대,64037.0,수지구,성복동,0,4,1
1194573568,1,0,67.0,0,1,0,60대,19527.0,수지구,동천동,1,2,1
1194601408,1,1,48.0,0,0,0,40대,8423.0,기타,기타,0,1,1
1195135936,1,1,37.0,0,0,0,30대,116776.0,수지구,동천동,0,19,0
1195314112,1,0,60.0,0,0,0,60대,9189.0,기타,기타,1,1,1
119550528,1,0,51.0,0,0,0,50대,1179598.0,수지구,동천동,0,44,1
1195518272,1,0,43.0,0,0,0,40대,62504.0,수지구,상현동,0,5,1
1195993408,1,0,34.0,1,0,0,30대,793058.0,기흥구,죽전동,0,28,0
1196136320,1,0,39.0,0,1,0,30대,640146.0,수지구,풍덕천동,0,48,0
1196164160,1,0,42.0,0,0,0,40대,9572.0,수지구,신봉동,0,1,1
1196208704,1,0,61.0,0,0,0,60대,207366.0,기흥구,상하동,1,11,1
1196405440,1,0,35.0,0,0,0,30대,64133.0,수지구,동천동,0,2,0
1196435136,1,0,40.0,0,0,0,40대,12635.0,수지구,동천동,0,1,1
1196726528,1,0,37.0,0,0,0,30대,38384.0,수지구,동천동,0,5,0
1196756224,1,0,39.0,0,1,0,30대,1133625.0,기흥구,보정동,0,64,0
1196834176,1,0,42.0,0,0,0,40대,5935.0,수지구,상현동,0,1,1
1196997504,1,0,38.0,1,0,0,30대,627443.0,수지구,상현동,0,21,0
1197105152,1,0,61.0,0,0,0,60대,66717.0,기흥구,보정동,1,3,1
1197446656,1,0,34.0,0,0,0,30대,307454.0,수지구,상현동,0,12,0
1197520896,1,0,68.0,0,1,1,60대,2598500.0,수지구,동천동,1,130,1
1197680512,1,0,34.0,0,0,0,30대,138317.0,수지구,풍덕천동,0,9,0
1197704640,1,0,46.0,0,0,0,40대,54657.0,수지구,신봉동,0,2,1
1197713920,1,0,40.0,0,0,0,40대,78394.0,수지구,풍덕천동,0,6,1
1197791872,1,0,41.0,0,0,0,40대,114195.0,수지구,풍덕천동,0,10,1
1197793728,1,0,46.0,0,0,0,40대,49009.0,수지구,동천동,0,2,1
1197962624,1,0,47.0,0,0,0,40대,524643.0,수지구,풍덕천동,0,33,1
1198010880,1,0,36.0,1,0,0,30대,713984.0,수지구,풍덕천동,0,33,0
1198445184,1,0,45.0,0,0,0,40대,184358.0,수지구,풍덕천동,0,6,1
119866048,1,0,76.0,0,0,0,70대이상,82321.0,수지구,신봉동,1,6,0
1198684608,1,0,41.0,0,0,0,40대,4977.0,수지구,상현동,0,1,1
1198773696,1,0,39.0,0,0,0,30대,141092.0,수지구,성복동,0,10,0
1198814528,1,0,38.0,0,0,0,30대,243321.0,수지구,풍덕천동,0,31,0
1199295232,1,0,36.0,0,0,0,30대,8806.0,분당구,금곡동,0,1,0
1199326784,1,0,32.0,0,0,0,30대,98592.0,수원 영통구,기타,0,5,0
119936576,1,0,82.0,0,0,0,70대이상,149516.0,분당구,서현동,1,5,0
1199471552,1,0,44.0,0,0,0,40대,61071.0,기흥구,보정동,0,4,1
1199577344,1,0,44.0,0,0,0,40대,799912.0,수지구,풍덕천동,0,41,1
1199729536,1,0,43.0,0,0,0,40대,19622.0,수지구,죽전동,0,1,1
1199777792,1,0,44.0,0,0,0,40대,330044.0,수지구,풍덕천동,0,21,1
1200033920,1,0,39.0,0,0,0,30대,31014.0,수지구,풍덕천동,0,3,0
1200191680,1,0,46.0,0,0,0,40대,116874.0,수지구,동천동,0,9,1
120020096,1,0,39.0,0,1,0,30대,74661.0,기타,기타,0,3,0
1200200960,1,0,38.0,0,0,0,30대,9764.0,수지구,풍덕천동,0,1,0
1200358720,1,1,39.0,0,0,0,30대,34268.0,기흥구,영덕동,0,2,0
1200522048,1,0,42.0,0,0,0,40대,232218.0,수지구,상현동,0,11,1
1200625984,1,1,36.0,0,0,0,30대,602270.0,광주,오포읍,0,42,0
1200661248,1,0,47.0,0,1,0,40대,62602.0,수지구,신봉동,0,2,1
1200687232,1,0,45.0,0,0,0,40대,27376.0,수지구,상현동,0,2,1
1200804160,1,0,67.0,0,0,0,60대,106633.0,수지구,죽전동,1,1,1
1200928512,1,0,38.0,1,0,0,30대,495351.0,수지구,풍덕천동,0,32,0
1201180928,1,0,73.0,0,0,0,70대이상,15124.0,수지구,신봉동,1,1,0
1201268160,1,0,35.0,0,0,0,30대,45564.0,수지구,성복동,0,2,0
1201362816,1,0,36.0,0,0,0,30대,495277.0,수지구,상현동,0,26,0
1201516864,1,1,47.0,0,0,0,40대,15124.0,수지구,상현동,0,1,1
120159296,1,0,67.0,1,0,0,60대,500514.0,수지구,풍덕천동,1,17,1
1201609664,1,0,45.0,0,1,0,40대,1235046.0,수지구,상현동,0,60,1
1201875072,1,0,54.0,0,0,0,50대,37140.0,수지구,동천동,0,1,1
1201979008,1,0,34.0,1,0,0,30대,565133.0,수지구,상현동,0,29,0
1202004992,1,0,57.0,0,1,0,50대,1008607.0,수지구,동천동,0,51,1
1202212864,1,0,77.0,0,0,0,70대이상,40203.0,수지구,성복동,1,1,0
1202274112,1,0,36.0,0,0,0,30대,34076.0,분당구,금곡동,0,2,0
1202337216,1,0,42.0,1,0,0,40대,740018.0,수지구,기타,0,17,1
1202428160,1,0,42.0,0,0,0,40대,32354.0,수지구,동천동,0,1,1
1202504256,1,0,46.0,0,0,0,40대,197184.0,수지구,풍덕천동,0,16,1
120294784,1,0,71.0,0,0,0,70대이상,45907.0,수지구,신봉동,1,4,0
1202984960,1,0,65.0,0,0,0,60대,15124.0,기타,기타,1,1,1
1203105600,1,0,52.0,0,0,0,50대,11678.0,기타,기타,0,1,1
1203150144,1,0,36.0,0,0,0,30대,53604.0,수지구,풍덕천동,0,2,0
1203428544,1,0,38.0,0,0,0,30대,83181.0,수지구,상현동,0,3,0
1203491648,1,0,37.0,0,0,0,30대,101089.0,수지구,풍덕천동,0,8,0
1203745920,1,0,42.0,0,1,0,40대,4307.0,분당구,수내동,0,1,1
1203794176,1,0,41.0,0,0,0,40대,49296.0,분당구,수내동,0,2,1
1204033600,1,1,64.0,0,0,0,60대,96391.0,수지구,신봉동,1,2,1
1204146816,1,0,34.0,0,0,0,30대,21537.0,수지구,상현동,0,3,0
120428416,1,0,44.0,0,0,0,40대,9764.0,분당구,정자동,0,1,1
1204588544,1,0,47.0,0,0,0,40대,43840.0,수지구,풍덕천동,0,2,1
1204980160,1,0,70.0,0,0,0,70대이상,1180443.0,수지구,풍덕천동,1,39,0
1205115648,1,0,42.0,0,0,0,40대,24696.0,기흥구,보정동,0,2,1
1205240000,1,0,62.0,0,0,0,60대,26228.0,수지구,신봉동,1,2,1
1205299392,1,0,52.0,1,0,0,50대,630820.0,수지구,풍덕천동,0,31,1
1205382912,1,0,35.0,0,0,0,30대,88542.0,수지구,풍덕천동,0,5,0
1205414464,1,0,53.0,0,0,0,50대,29291.0,수지구,풍덕천동,0,1,1
1205562944,1,0,61.0,0,0,0,60대,12635.0,분당구,구미동,1,1,1
1205640896,1,0,38.0,0,0,0,30대,98688.0,수지구,풍덕천동,0,7,0
1205846912,1,0,53.0,0,0,0,50대,1948319.0,수지구,상현동,0,41,1
1205856192,1,0,42.0,0,0,0,40대,41161.0,기흥구,보정동,0,4,1
1205971264,1,0,35.0,0,0,0,30대,3446.0,수지구,풍덕천동,0,1,0
1205991680,1,0,37.0,0,0,0,30대,452109.0,기흥구,마북동,0,19,0
1205997248,1,0,39.0,0,0,0,30대,158381.0,수지구,풍덕천동,0,16,0
1206012096,1,0,42.0,1,0,0,40대,724319.0,수지구,풍덕천동,0,30,1
120615872,1,0,52.0,0,0,0,50대,63617.0,수지구,풍덕천동,0,8,1
120617728,1,0,47.0,0,0,0,40대,3446.0,기타,기타,0,1,1
1206218112,1,0,41.0,0,0,0,40대,224847.0,수지구,상현동,0,13,1
1206229248,1,0,33.0,0,0,0,30대,378285.0,수지구,죽전동,0,29,0
1206652416,1,0,37.0,0,0,0,30대,92850.0,화성,기타,0,9,0
1206683968,1,0,39.0,0,0,0,30대,222553.0,수지구,풍덕천동,0,19,0
1206758208,1,0,42.0,0,0,0,40대,23642.0,수원 영통구,기타,0,2,1
1206815744,1,0,42.0,0,1,1,40대,3993813.0,수지구,풍덕천동,0,123,1
1207220352,1,0,62.0,0,0,0,60대,21633.0,수지구,성복동,1,1,1
1207316864,1,0,65.0,0,0,0,60대,204455.0,분당구,금곡동,1,8,1
1207352128,1,0,47.0,0,0,0,40대,281626.0,수지구,풍덕천동,0,16,1
1207478336,1,0,39.0,0,0,0,30대,222645.0,수지구,풍덕천동,0,8,0
1207649088,1,0,42.0,0,0,0,40대,332494.0,수지구,상현동,0,11,1
1207816128,1,0,38.0,0,0,0,30대,225806.0,기흥구,동백동,0,9,0
1207910784,1,0,65.0,0,0,0,60대,114004.0,수지구,신봉동,1,4,1
1208007296,1,1,42.0,0,0,0,40대,2489.0,수지구,동천동,0,1,1
1208100096,1,0,38.0,0,1,0,30대,663000.0,수지구,풍덕천동,0,55,0
1208198464,1,0,43.0,0,0,0,40대,86340.0,수지구,상현동,0,1,1
120849728,1,0,75.0,0,0,0,70대이상,4522092.0,수지구,신봉동,1,87,0
120859008,1,0,63.0,0,0,0,60대,110462.0,기타,기타,1,3,1
1208703296,1,0,43.0,0,1,0,40대,14166.0,수지구,신봉동,0,3,1
1209003968,1,0,68.0,0,0,1,60대,2051867.0,수지구,신봉동,1,76,1
1209055936,1,0,48.0,0,0,0,40대,26802.0,수지구,기타,0,2,1
1209104192,1,0,36.0,0,1,0,30대,883746.0,수지구,풍덕천동,0,51,0
1209488384,1,0,45.0,0,0,0,40대,1155833.0,기타,기타,0,47,1
1209505088,1,0,37.0,0,0,0,30대,82990.0,수지구,상현동,0,4,0
1209538496,1,0,46.0,0,0,0,40대,2680.0,기흥구,언남동,0,1,1
1209605312,1,0,43.0,0,0,0,40대,68154.0,기흥구,영덕동,0,3,1
1209779776,1,0,41.0,0,0,0,40대,364992.0,수지구,동천동,0,30,1
1209790912,1,0,37.0,0,0,0,30대,14946.0,수지구,풍덕천동,0,1,0
120979648,1,0,43.0,0,0,0,40대,118694.0,수지구,동천동,0,1,1
1209800192,1,0,49.0,0,0,0,40대,20196.0,수지구,동천동,0,2,1
1209933824,1,0,74.0,0,0,0,70대이상,1734794.0,수지구,풍덕천동,1,64,0
1210002496,1,0,49.0,0,0,0,40대,232029.0,수지구,풍덕천동,0,13,1
1210037760,1,0,77.0,0,0,0,70대이상,410739.0,수지구,풍덕천동,1,27,0
1210113856,1,0,37.0,0,0,0,30대,477165.0,수지구,풍덕천동,0,34,0
1210436800,0,0,49.0,0,0,0,40대,18761.0,수지구,풍덕천동,0,2,1
1210587136,1,0,37.0,0,0,0,30대,18761.0,수지구,풍덕천동,0,2,0
1210824704,1,0,39.0,0,0,0,30대,554534.0,수지구,풍덕천동,0,28,0
1210830272,1,0,58.0,1,0,0,50대,483391.0,수원 영통구,기타,0,21,1
1211004736,1,0,51.0,0,0,0,50대,49775.0,수지구,신봉동,0,2,1
1211043712,1,1,43.0,0,0,0,40대,91410.0,수지구,풍덕천동,0,17,1
1211214464,1,0,34.0,0,0,0,30대,26610.0,수지구,풍덕천동,0,1,0
1211220032,1,0,36.0,0,0,0,30대,21920.0,수지구,풍덕천동,0,3,0
1211296128,1,1,48.0,0,0,0,40대,91891.0,광주,기타,0,2,1
1211333248,1,0,46.0,0,0,0,40대,143773.0,기타,기타,0,4,1
121133696,1,0,66.0,0,0,0,60대,164451.0,수지구,풍덕천동,1,11,1
1211550400,1,0,79.0,0,0,0,70대이상,1317686.0,기타,기타,1,44,0
1211706304,1,0,41.0,0,0,0,40대,10912.0,수지구,풍덕천동,0,1,1
1211737856,1,0,54.0,0,1,1,50대,1258098.0,수지구,풍덕천동,0,76,1
1211791680,1,1,39.0,0,0,0,30대,206373.0,기흥구,신갈동,0,14,0
1212075648,1,0,48.0,1,0,0,40대,899681.0,수지구,동천동,0,15,1
1212164736,1,0,41.0,1,0,0,40대,1140708.0,수지구,동천동,0,43,1
1212209280,1,0,52.0,0,0,0,50대,96583.0,수지구,풍덕천동,0,5,1
1212250112,1,0,52.0,0,0,0,50대,4595.0,수지구,풍덕천동,0,1,1
1212255680,1,0,59.0,0,0,0,50대,20868.0,수지구,성복동,0,3,1
1212749376,1,0,38.0,0,0,0,30대,140230.0,수지구,상현동,0,7,0
1212957248,1,0,39.0,0,0,0,30대,119058.0,수지구,풍덕천동,0,9,0
1213072320,1,0,41.0,0,0,0,40대,22590.0,수지구,풍덕천동,0,2,1
1213096448,1,0,48.0,0,0,0,40대,33215.0,수지구,상현동,0,1,1
1213139136,1,0,48.0,0,1,0,40대,934566.0,수지구,풍덕천동,0,40,1
1213170688,1,0,62.0,0,0,0,60대,292044.0,수지구,풍덕천동,1,14,1
1213256064,1,0,42.0,0,0,0,40대,71983.0,수지구,죽전동,0,5,1
1213283904,1,0,31.0,0,0,0,30대,19757.0,수지구,성복동,0,1,0
1213387840,1,0,51.0,1,0,0,50대,521774.0,수지구,상현동,0,10,1
1213439808,1,0,54.0,0,0,0,50대,238688.0,수지구,풍덕천동,0,16,1
1213515904,1,0,44.0,0,0,0,40대,99644.0,수지구,상현동,0,10,1
1213573440,1,1,33.0,0,0,0,30대,56475.0,분당구,구미동,0,4,0
1213669952,1,0,48.0,0,1,1,40대,1734458.0,수지구,풍덕천동,0,108,1
1214063424,1,0,44.0,0,0,0,40대,220886.0,수지구,신봉동,0,17,1
1214076416,1,0,43.0,0,0,0,40대,26036.0,수지구,풍덕천동,0,3,1
1214109824,1,0,43.0,0,0,0,40대,8423.0,수지구,성복동,0,1,1
121423232,1,0,47.0,0,0,0,40대,222073.0,기타,기타,0,13,1
1214232320,1,0,44.0,0,0,0,40대,44989.0,기타,기타,0,2,1
1214360384,1,0,47.0,0,0,0,40대,104048.0,수지구,동천동,0,9,1
1214421632,1,0,73.0,0,1,0,70대이상,10721.0,하남,기타,1,1,0
1214805824,1,0,39.0,0,0,0,30대,9189.0,수지구,동천동,0,1,0
121480768,1,0,69.0,1,0,0,60대,821822.0,수지구,상현동,1,33,1
121482624,1,0,57.0,0,0,0,50대,1505092.0,수지구,신봉동,0,50,1
1214857792,1,0,38.0,1,0,0,30대,612727.0,수지구,풍덕천동,0,27,0
1214941312,1,0,45.0,0,0,0,40대,20293.0,수지구,풍덕천동,0,3,1
1215238272,1,0,79.0,0,0,0,70대이상,314155.0,수지구,상현동,1,12,0
121549440,1,0,71.0,0,0,0,70대이상,81076.0,수지구,풍덕천동,1,6,0
1216418688,1,0,74.0,0,0,0,70대이상,106442.0,수지구,동천동,1,9,0
1216543040,1,0,50.0,0,1,1,50대,3479306.0,수지구,풍덕천동,0,100,1
1216890112,1,0,39.0,0,0,0,30대,14453.0,기타,기타,0,2,0
1216956928,1,0,59.0,0,0,0,50대,7850.0,기타,기타,0,1,1
1217029312,1,0,37.0,0,0,0,30대,3733.0,수지구,상현동,0,1,0
1217222336,1,0,40.0,0,0,0,40대,217118.0,수지구,풍덕천동,0,17,1
1217257600,1,0,47.0,0,1,0,40대,581024.0,수지구,풍덕천동,0,40,1
1217274304,1,0,57.0,0,0,0,50대,368239.0,수지구,성복동,0,9,1
1217547136,1,0,41.0,0,0,0,40대,59443.0,수지구,풍덕천동,0,4,1
1218059392,1,0,46.0,0,0,0,40대,232220.0,수지구,동천동,0,6,1
1218499264,1,0,45.0,0,0,0,40대,2776.0,수지구,상현동,0,1,1
1218606912,1,0,45.0,0,1,0,40대,8615.0,기흥구,보정동,0,1,1
1218644032,1,0,75.0,0,0,0,70대이상,197547.0,수지구,풍덕천동,1,13,0
1218742400,1,0,38.0,0,0,0,30대,125126.0,수원 영통구,기타,0,10,0
1219033792,1,0,37.0,0,0,0,30대,170670.0,기타,기타,0,7,0
1219145152,1,0,38.0,0,0,0,30대,58580.0,기흥구,영덕동,0,2,0
1219243520,1,0,52.0,0,0,0,50대,87776.0,수지구,풍덕천동,0,6,1
1219377152,1,0,45.0,0,0,0,40대,7466.0,수지구,풍덕천동,0,1,1
1219468096,1,0,66.0,0,0,0,60대,125298.0,수지구,동천동,1,14,1
1219538624,1,0,47.0,0,0,0,40대,41735.0,기흥구,영덕동,0,1,1
1219636992,1,0,46.0,0,1,0,40대,2680.0,분당구,구미동,0,1,1
1219874560,1,0,33.0,0,1,0,30대,579874.0,분당구,중동,0,53,0
1219993344,1,1,62.0,0,0,0,60대,543887.0,수지구,신봉동,1,27,1
1220418368,1,0,49.0,0,0,0,40대,136307.0,수지구,동천동,0,6,1
1220984448,1,0,32.0,0,0,0,30대,303436.0,기흥구,신갈동,0,15,0
1221153344,1,0,39.0,0,0,0,30대,31013.0,기타,기타,0,2,0
1221244288,1,0,70.0,0,0,0,70대이상,13210.0,수지구,상현동,1,1,0
1221298112,1,0,69.0,0,0,0,60대,66908.0,기흥구,보정동,1,5,1
1221609920,1,0,38.0,0,0,0,30대,99835.0,수지구,풍덕천동,0,16,0
1221611776,1,0,47.0,0,0,0,40대,170764.0,수지구,신봉동,0,9,1
1222187136,1,1,39.0,0,0,0,30대,17804.0,수지구,상현동,0,1,0
1222378304,1,0,35.0,0,0,0,30대,16272.0,수지구,성복동,0,2,0
1222467392,1,0,49.0,0,1,0,40대,23165.0,수지구,동천동,0,2,1
1222493376,1,0,41.0,0,0,0,40대,78969.0,수지구,풍덕천동,0,8,1
1222949952,1,0,55.0,1,0,0,50대,662864.0,기타,기타,0,15,1
1223009344,1,0,67.0,0,0,0,60대,218338.0,수지구,신봉동,1,12,1
1223050176,1,0,61.0,0,0,0,60대,464051.0,수지구,상현동,1,30,1
1223124416,1,0,37.0,0,0,0,30대,9381.0,기흥구,신갈동,0,1,0
1223250624,1,0,38.0,0,0,0,30대,134105.0,수지구,풍덕천동,0,10,0
1223254336,1,0,35.0,0,0,0,30대,48818.0,기타,신흥동,0,1,0
1223267328,1,0,37.0,0,0,0,30대,526075.0,수지구,풍덕천동,0,44,0
1223399104,1,0,67.0,1,0,0,60대,563270.0,수지구,풍덕천동,1,22,1
1223521600,1,1,74.0,0,0,0,70대이상,121948.0,수지구,풍덕천동,1,6,0
1223530880,1,0,47.0,0,0,0,40대,16751.0,기흥구,마북동,0,3,1
1223558720,1,0,36.0,0,0,0,30대,111513.0,수지구,풍덕천동,0,6,0
1223621824,1,0,33.0,0,0,0,30대,138577.0,수지구,풍덕천동,0,7,0
1223707200,1,0,37.0,0,0,0,30대,242747.0,수지구,상현동,0,10,0
1223920640,1,0,73.0,0,0,0,70대이상,327119.0,수지구,풍덕천동,1,24,0
1224035712,1,0,55.0,0,0,0,50대,37714.0,수지구,신봉동,0,4,1
122408768,1,0,76.0,0,0,0,70대이상,116797.0,수지구,신봉동,1,6,0
1224351232,1,0,51.0,1,0,0,50대,431223.0,수지구,풍덕천동,0,20,1
122457024,1,0,65.0,0,0,0,60대,115536.0,수지구,풍덕천동,1,21,1
1224635200,1,0,60.0,0,0,1,60대,947158.0,수지구,풍덕천동,1,73,1
1224685312,1,0,54.0,0,1,0,50대,672438.0,수지구,풍덕천동,0,52,1
1224841216,1,0,76.0,0,0,0,70대이상,215563.0,수지구,상현동,1,11,0
1224909888,1,0,82.0,0,0,0,70대이상,137838.0,기흥구,보정동,1,2,0
1225036096,1,0,41.0,0,1,0,40대,793431.0,수지구,신봉동,0,56,1
1225212416,1,0,46.0,1,0,0,40대,679139.0,수지구,동천동,0,17,1
1225216128,1,0,38.0,0,0,0,30대,422338.0,수지구,동천동,0,27,0
1225281088,1,0,38.0,0,0,0,30대,199002.0,기흥구,보정동,0,10,0
1225657856,1,0,51.0,0,0,0,50대,114098.0,수지구,동천동,0,6,1
1225811904,1,0,39.0,0,0,0,30대,276153.0,수지구,풍덕천동,0,21,0
1225873152,1,0,75.0,0,0,0,70대이상,190961.0,수지구,상현동,1,14,0
1226079168,1,0,54.0,1,0,0,50대,737914.0,수지구,상현동,0,26,1
1226168256,1,1,69.0,0,0,0,60대,1209575.0,수지구,성복동,1,40,1
1226301888,1,0,42.0,0,0,0,40대,10242.0,수지구,상현동,0,2,1
1226396544,1,0,50.0,0,0,0,50대,53795.0,수지구,풍덕천동,0,4,1
1226613696,1,0,37.0,0,0,0,30대,71503.0,기타,기타,0,2,0
1226674944,1,0,46.0,0,0,0,40대,32546.0,기타,기타,0,1,1
1226884672,1,0,49.0,0,0,0,40대,25844.0,수지구,풍덕천동,0,1,1
1227036864,1,0,47.0,0,0,0,40대,115345.0,수지구,상현동,0,6,1
1227419200,1,1,79.0,0,0,0,70대이상,1400683.0,수지구,신봉동,1,53,0
1227452608,1,0,40.0,0,0,0,40대,135254.0,수지구,신봉동,0,11,1
1227692032,1,0,42.0,0,0,0,40대,3255.0,수지구,풍덕천동,0,1,1
1227734720,1,0,76.0,0,0,0,70대이상,252415.0,수지구,풍덕천동,1,20,0
1227756992,1,0,44.0,0,0,0,40대,138746.0,수지구,풍덕천동,0,7,1
1227771840,1,0,35.0,0,0,0,30대,17326.0,분당구,야탑동,0,1,0
1227831232,1,0,47.0,0,0,0,40대,21251.0,수원 영통구,기타,0,1,1
1227901760,1,0,41.0,1,0,0,40대,521754.0,수지구,성복동,0,28,1
1227912896,1,0,43.0,0,1,0,40대,22016.0,수지구,풍덕천동,0,1,1
1227944448,1,0,48.0,0,0,0,40대,191917.0,수지구,풍덕천동,0,15,1
1228213568,1,0,57.0,0,0,0,50대,7083.0,수지구,풍덕천동,0,1,1
1228226560,1,0,39.0,0,0,0,30대,97826.0,수지구,상현동,0,4,0
1228245120,1,0,47.0,0,0,0,40대,24026.0,수지구,풍덕천동,0,3,1
1228701696,1,0,44.0,0,0,0,40대,238140.0,수지구,풍덕천동,0,11,1
1228894720,1,0,37.0,0,0,0,30대,178132.0,수지구,풍덕천동,0,16,0
1228898432,1,1,41.0,0,0,0,40대,49392.0,수지구,풍덕천동,0,2,1
1228996800,1,0,39.0,0,0,0,30대,20102.0,분당구,판교동,0,1,0
1229189824,1,0,35.0,0,0,0,30대,4595.0,수지구,동천동,0,1,0
1229260352,1,0,35.0,0,0,0,30대,95718.0,수지구,동천동,0,12,0
1229312320,1,0,36.0,0,0,0,30대,2872.0,수원 영통구,기타,0,1,0
1229377280,1,0,64.0,0,0,0,60대,109195.0,기흥구,보정동,1,6,1
1229418112,1,0,63.0,0,0,0,60대,4786.0,분당구,금곡동,1,1,1
1229600000,1,0,38.0,0,0,0,30대,4978.0,기타,기타,0,1,0
1229896960,1,0,51.0,0,0,0,50대,122044.0,수지구,풍덕천동,0,10,1
1229965632,1,0,41.0,0,0,0,40대,392167.0,수지구,상현동,0,25,1
1229984192,1,0,36.0,0,0,0,30대,73607.0,수지구,풍덕천동,0,9,0
1230032448,1,0,55.0,0,0,0,50대,30630.0,수지구,상현동,0,1,1
1230407360,1,0,42.0,0,0,0,40대,14741.0,수원 영통구,기타,0,2,1
1230544704,1,0,39.0,0,0,0,30대,125106.0,서울 송파구,기타,0,8,0
123069504,1,0,70.0,0,0,0,70대이상,301399.0,수지구,성복동,1,13,0
1230917760,1,1,43.0,0,0,0,40대,32162.0,기타,기타,0,1,1
1231300096,1,1,32.0,0,0,0,30대,1914.0,기타,기타,0,1,0
1231426304,1,0,37.0,0,0,0,30대,32353.0,기타,기타,0,2,0
1231847616,1,0,37.0,0,0,0,30대,22781.0,수지구,상현동,0,2,0
1231944128,1,0,43.0,0,0,0,40대,58773.0,기타,기타,0,1,1
1231945984,1,0,74.0,0,0,0,70대이상,71499.0,수지구,성복동,1,5,0
1231958976,1,0,63.0,0,0,0,60대,143677.0,기타,기타,1,8,1
1232135296,1,0,38.0,0,0,0,30대,34268.0,기흥구,공세동,0,1,0
1232181696,1,0,43.0,0,0,0,40대,69017.0,수지구,풍덕천동,0,4,1
1232196544,1,0,36.0,0,0,0,30대,102038.0,기흥구,상갈동,0,4,0
1232267072,1,0,60.0,0,0,0,60대,69780.0,수지구,풍덕천동,1,10,1
1232408128,1,0,57.0,0,0,0,50대,226593.0,수원 영통구,기타,0,17,1
1232480512,1,0,45.0,0,0,0,40대,50253.0,수지구,성복동,0,5,1
1232775616,1,0,35.0,0,0,0,30대,210162.0,수지구,풍덕천동,0,19,0
1232888832,1,0,36.0,0,0,0,30대,41543.0,화성,기타,0,1,0
1233159808,1,0,48.0,0,0,0,40대,110942.0,수지구,상현동,0,15,1
1233336128,1,0,64.0,0,0,0,60대,236335.0,수지구,동천동,1,12,1
