회원번호,오전,오후,저녁,총방문수,오전방문율,오후방문율,저녁방문율
1468003200,1.0,1.0,0.0,2.0,0.5,0.5,0.0
1468569280,4.0,0.0,0.0,4.0,1.0,0.0,0.0
1469046272,4.0,5.0,1.0,10.0,0.4,0.5,0.1
1469467584,0.0,0.0,7.0,7.0,0.0,0.0,1.0
1470039232,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1472355520,26.0,33.0,3.0,62.0,0.42,0.53,0.05
1473472832,1.0,0.0,1.0,2.0,0.5,0.0,0.5
1474014784,8.0,9.0,2.0,19.0,0.42,0.47,0.11
1474283904,0.0,3.0,4.0,7.0,0.0,0.43,0.57
1474541888,4.0,2.0,0.0,6.0,0.67,0.33,0.0
1474870400,2.0,0.0,1.0,3.0,0.67,0.0,0.33
1475193344,1.0,4.0,0.0,5.0,0.2,0.8,0.0
1475239744,0.0,0.0,3.0,3.0,0.0,0.0,1.0
1475700032,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1475835520,2.0,0.0,0.0,2.0,1.0,0.0,0.0
1476694848,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1476770944,27.0,14.0,3.0,44.0,0.61,0.32,0.07
1477021504,4.0,12.0,6.0,22.0,0.18,0.55,0.27
1478608384,4.0,3.0,0.0,7.0,0.57,0.43,0.0
1478812544,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1479623616,1.0,0.0,3.0,4.0,0.25,0.0,0.75
1479749824,2.0,7.0,0.0,9.0,0.22,0.78,0.0
1480872704,0.0,2.0,1.0,3.0,0.0,0.67,0.33
1483300352,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1483370880,1.0,3.0,1.0,5.0,0.2,0.6,0.2
1483517504,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1484354560,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1485182336,1.0,1.0,0.0,2.0,0.5,0.5,0.0
1486717248,1.0,3.0,0.0,4.0,0.25,0.75,0.0
1486746944,1.0,3.0,2.0,6.0,0.17,0.5,0.33
1488066560,5.0,8.0,1.0,14.0,0.36,0.57,0.07
1489670144,0.0,14.0,11.0,25.0,0.0,0.56,0.44
1492541376,3.0,0.0,0.0,3.0,1.0,0.0,0.0
1494573696,2.0,3.0,0.0,5.0,0.4,0.6,0.0
1494803840,0.0,3.0,0.0,3.0,0.0,1.0,0.0
1496290496,8.0,17.0,0.0,25.0,0.32,0.68,0.0
1497769728,5.0,9.0,2.0,16.0,0.31,0.56,0.12
1501851072,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1501880768,0.0,1.0,1.0,2.0,0.0,0.5,0.5
1502174016,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1503178112,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1504549696,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1505258688,1.0,7.0,6.0,14.0,0.07,0.5,0.43
1507703040,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1507877504,3.0,20.0,14.0,37.0,0.08,0.54,0.38
1508614336,1.0,1.0,0.0,2.0,0.5,0.5,0.0
1509536768,0.0,1.0,9.0,10.0,0.0,0.1,0.9
1511138496,4.0,8.0,3.0,15.0,0.27,0.53,0.2
1511931008,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1512419136,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1514559104,0.0,3.0,1.0,4.0,0.0,0.75,0.25
1515693120,0.0,1.0,3.0,4.0,0.0,0.25,0.75
1516619264,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1517400640,1.0,2.0,0.0,3.0,0.33,0.67,0.0
1517471168,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1519247360,1.0,5.0,0.0,6.0,0.17,0.83,0.0
1519813440,8.0,27.0,1.0,36.0,0.22,0.75,0.03
1520039872,3.0,19.0,10.0,32.0,0.09,0.59,0.31
1520288576,0.0,1.0,1.0,2.0,0.0,0.5,0.5
1520531712,4.0,15.0,2.0,21.0,0.19,0.71,0.1
1520561408,2.0,9.0,0.0,11.0,0.18,0.82,0.0
1520804544,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1523349120,0.0,10.0,5.0,15.0,0.0,0.67,0.33
1524115648,1.0,9.0,1.0,11.0,0.09,0.82,0.09
1524728128,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1525333184,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1528321344,0.0,2.0,1.0,3.0,0.0,0.67,0.33
1528978368,1.0,1.0,0.0,2.0,0.5,0.5,0.0
1530297984,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1530377792,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1530427904,1.0,3.0,1.0,5.0,0.2,0.6,0.2
1531894144,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1532916800,3.0,8.0,1.0,12.0,0.25,0.67,0.08
1533260160,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1533870784,0.0,2.0,2.0,4.0,0.0,0.5,0.5
1534802496,1.0,3.0,1.0,5.0,0.2,0.6,0.2
1535613568,1.0,2.0,1.0,4.0,0.25,0.5,0.25
1536996288,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1537206016,2.0,0.0,1.0,3.0,0.67,0.0,0.33
1537801792,66.0,10.0,0.0,76.0,0.87,0.13,0.0
1539459200,3.0,29.0,7.0,39.0,0.08,0.74,0.18
1540268416,0.0,2.0,3.0,5.0,0.0,0.4,0.6
1540686016,10.0,0.0,0.0,10.0,1.0,0.0,0.0
1540879040,0.0,3.0,0.0,3.0,0.0,1.0,0.0
1541343040,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1542781440,2.0,3.0,0.0,5.0,0.4,0.6,0.0
1543937728,0.0,2.0,1.0,3.0,0.0,0.67,0.33
1544167872,0.0,5.0,1.0,6.0,0.0,0.83,0.17
1544381312,0.0,3.0,3.0,6.0,0.0,0.5,0.5
1544637440,0.0,7.0,2.0,9.0,0.0,0.78,0.22
1546437760,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1548947072,31.0,36.0,2.0,69.0,0.45,0.52,0.03
1549412928,0.0,4.0,4.0,8.0,0.0,0.5,0.5
1549524288,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1549969728,1.0,1.0,2.0,4.0,0.25,0.25,0.5
1551302336,1.0,16.0,28.0,45.0,0.02,0.36,0.62
1552196928,0.0,3.0,1.0,4.0,0.0,0.75,0.25
1552510592,0.0,0.0,2.0,2.0,0.0,0.0,1.0
1553271552,9.0,16.0,5.0,30.0,0.3,0.53,0.17
1553867328,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1554878848,3.0,15.0,8.0,26.0,0.12,0.58,0.31
1555882944,0.0,5.0,2.0,7.0,0.0,0.71,0.29
1556690304,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1557343616,2.0,9.0,3.0,14.0,0.14,0.64,0.21
1559210752,0.0,1.0,1.0,2.0,0.0,0.5,0.5
1560769792,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1561150272,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1561888960,2.0,1.0,0.0,3.0,0.67,0.33,0.0
1562152512,8.0,27.0,4.0,39.0,0.21,0.69,0.1
1563117632,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1563394176,0.0,5.0,2.0,7.0,0.0,0.71,0.29
1563577920,3.0,6.0,1.0,10.0,0.3,0.6,0.1
1563724544,0.0,6.0,6.0,12.0,0.0,0.5,0.5
1564162560,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1564840000,0.0,1.0,1.0,2.0,0.0,0.5,0.5
1565649216,25.0,31.0,0.0,56.0,0.45,0.55,0.0
1565949888,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1567373440,3.0,17.0,10.0,30.0,0.1,0.57,0.33
1567416128,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1567434688,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1567546048,1.0,2.0,0.0,3.0,0.33,0.67,0.0
1568329280,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1568767296,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1570227968,3.0,5.0,6.0,14.0,0.21,0.36,0.43
1571586560,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1571807424,0.0,0.0,4.0,4.0,0.0,0.0,1.0
1571922496,15.0,14.0,2.0,31.0,0.48,0.45,0.06
1575859072,2.0,2.0,0.0,4.0,0.5,0.5,0.0
1576208000,2.0,4.0,0.0,6.0,0.33,0.67,0.0
1576233984,0.0,0.0,2.0,2.0,0.0,0.0,1.0
1577097024,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1577373568,3.0,1.0,1.0,5.0,0.6,0.2,0.2
1578145664,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1578236608,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1579929280,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1580018368,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1581428928,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1582793088,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1584142400,0.0,3.0,3.0,6.0,0.0,0.5,0.5
1584201792,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1585382208,2.0,5.0,0.0,7.0,0.29,0.71,0.0
1596670400,0.0,1.0,2.0,3.0,0.0,0.33,0.67
1599153728,2.0,1.0,1.0,4.0,0.5,0.25,0.25
1599730944,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1600952192,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1607535424,0.0,2.0,2.0,4.0,0.0,0.5,0.5
1607672768,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1609669824,1.0,2.0,0.0,3.0,0.33,0.67,0.0
1610167232,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1611484992,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1611689152,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1611837632,1.0,5.0,2.0,8.0,0.12,0.62,0.25
1612279360,0.0,2.0,2.0,4.0,0.0,0.5,0.5
1612392576,2.0,1.0,2.0,5.0,0.4,0.2,0.4
1612622720,1.0,1.0,0.0,2.0,0.5,0.5,0.0
1612808320,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1613018048,0.0,1.0,1.0,2.0,0.0,0.5,0.5
1613190656,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1613582272,2.0,2.0,1.0,5.0,0.4,0.4,0.2
1614751552,0.0,3.0,3.0,6.0,0.0,0.5,0.5
1616149120,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1616397824,0.0,1.0,1.0,2.0,0.0,0.5,0.5
1616694784,0.0,4.0,4.0,8.0,0.0,0.5,0.5
1617377792,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1618521088,4.0,8.0,2.0,14.0,0.29,0.57,0.14
1619016640,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1619055616,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1620061568,6.0,7.0,11.0,24.0,0.25,0.29,0.46
1620347392,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1621043392,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1621648448,1.0,4.0,1.0,6.0,0.17,0.67,0.17
1622071616,0.0,1.0,4.0,5.0,0.0,0.2,0.8
1622149568,0.0,0.0,2.0,2.0,0.0,0.0,1.0
1623461760,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1624211584,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1626518592,2.0,2.0,1.0,5.0,0.4,0.4,0.2
1627433600,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1628543488,0.0,3.0,0.0,3.0,0.0,1.0,0.0
1628859008,1.0,2.0,2.0,5.0,0.2,0.4,0.4
1629553152,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1630325248,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1636032448,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1640002432,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1640382912,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1640902592,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1641455680,0.0,3.0,0.0,3.0,0.0,1.0,0.0
1641643136,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1642240768,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1644957952,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1670400000,27.0,85.0,33.0,145.0,0.19,0.59,0.23
